Tempo	C1	C2	C3	C4	C5
7,94	1,44261566	1,1052996	0,636546	-1,0733391	-5,8247957
7,96	-0,049006054	0,6978036	0,5939321	-0,33558494	-5,369359
7,98	-0,542129493	0,11985177	0,5140309	0,9108734	-3,8618903
8	-1,748903555	0,08256455	0,48207045	1,3183694	-3,17474
8,02	-2,5084973	0,26900062	0,45810008	1,2278148	-1,8537073
8,04	-3,834723875	1,0253984	0,46076345	1,1026362	-0,9028833
8,06	-4,6463864	1,4542015	0,4554367	1,0786659	1,0546955
8,08	-4,77809015	2,0934107	0,4554367	1,5287758	2,1014009
8,1	-4,686204	2,0428069	0,46342683	1,9975294	2,223916
8,12	-4,61575776	1,7098851	0,50337744	2,066777	1,9815491
8,14	-4,72908405	1,1958543	0,5619716	2,152005	1,5847067
8,16	-5,2926542	1,1985177	0,59659547	2,1493416	0,7963484
8,18	-5,69695395	1,0999728	0,6471995	1,922955	1,5500828
8,2	-6,42898185	0,5832786	0,65518963	1,6672713	2,3677382
8,22	-6,60050297	0,54599136	0,6764966	1,6113404	3,7899792
8,24	-6,78121305	1,0999728	0,7191106	1,5207857	3,925811
8,26	-6,928230775	1,379627	0,7297641	1,4621916	2,279847
8,28	-6,5606856	1,5048054	0,75107104	1,315706	0,23437679
8,3	-4,9496115	1,3236961	0,78036815	1,1239432	0,1065349
8,32	-4,33397303	1,201181	0,9108734	1,0253984	0,60991234
8,34	-3,693831395	0,95881414	1,1931909	0,83097225	0,6764966
8,36	-1,80097245	0,8442891	1,3929439	0,7430809	0,44744658
8,38	-0,352231028	0,8176554	1,7764695	0,62056583	0,002663373
8,4	1,8744816	0,7377542	1,9362718	0,54599136	-0,08522792
8,42	2,364542025	0,69514024	2,2185893	0,5140309	0,5300111
8,44	2,42579965	0,65252626	2,3970354	0,4927239	0,9907746
8,46	1,77953231	0,6818234	2,4183424	0,50071406	1,4781717
8,48	1,356855215	0,721774	2,2532132	0,49805066	1,3822904
8,5	0,6248272	0,79901177	2,2079358	0,50337744	1,1772107
8,52	0,753468075	0,82031876	2,3837185	0,52468437	0,74041754
8,54	1,05669306	0,8256455	2,546184	0,56729835	0,5806152
8,56	2,09807173	0,80167514	2,6047783	0,5832786	0,56729835
8,58	2,8025339	0,78036815	2,7752342	0,585942	0,5699617
8,6	3,4947442	0,7777048	2,9217198	0,6019222	0,564635
8,62	2,6463271	0,8043385	3,3318791	0,62056583	0,58860534
8,64	1,94799075	0,86825943	3,7553554	0,6471995	0,7457443
8,66	1,16695675	0,9215269	3,7473652	0,6605164	0,8735862
8,68	1,124076355	0,9534874	2,8684523	0,6658431	1,0893193
8,7	0,903549135	1,0120816	2,1919556	0,6978036	1,1132897
8,72	0,168458325	1,0413786	1,1425868	0,72443736	0,9774577
8,74	-0,189898465	1,12927	0,037287217	0,80167514	0,87624955
8,76	-0,529877968	1,243795	-0,58860534	0,9321804	0,9694676
8,78	-0,395111319	1,2890723	-1,3290229	1,0094182	1,379627
8,8	0,529877968	1,3609834	-1,5687264	1,1958543	1,5820433
8,82	1,372169535	1,4462113	-2,2851737	1,3023891	1,9069748
8,84	1,503873285	1,4968153	-3,017601	1,4781717	2,2851737
8,86	1,28947177	1,5980235	-3,323889	1,6646079	2,3917086
8,88	1,035252885	1,6619445	-3,7899792	1,7631526	2,3890452
8,9	0,52068933	1,8324003	-3,9524448	1,8670242	2,4796
8,92	0,205212866	1,9815491	-4,2214456	1,9069748	2,873779
8,94	0,147018174	2,0268266	-4,4984365	2,0454702	3,1347895
8,96	0,266470422	2,117381	-4,6555753	2,2105992	3,1640866
8,98	0,425740086	2,173312	-4,996487	2,2612033	2,9829772
9	0,771845385	2,26653	-5,1509624	2,3144708	2,865789
9,02	1,041378671	2,4183424	-5,3933296	2,3411045	2,7326202
9,04	1,16695675	2,5435207	-5,5531316	2,2212527	2,2052724
9,06	1,399735495	2,8711157	-5,5877557	1,6166672	1,515459
9,08	1,38442106	3,110819	-5,505191	1,2651019	-0,13050525
9,1	1,280283155	3,7420385	-5,3800125	0,86825943	-0,84162575
9,12	1,212899825	3,5689192	-4,75412	0,66317976	-0,9907746
9,14	1,329289255	2,7938778	-3,739375	0,058594197	-1,3263595
9,16	1,60801119	0,79102165	-3,0841854	-0,636546	-1,5713898
9,18	1,748903555	0,22105992	-1,2091712	-1,0626856	-2,2691934
9,2	1,846915755	-0,1464855	-0,20241632	-1,8057666	-2,8684523
9,22	2,21752407	-0,80966526	1,3929439	-2,096074	-3,0921755
9,24	2,42579965	-1,2304782	1,8190835	-2,6580458	-3,7020879
9,26	2,5483149	-1,9415985	1,5633997	-3,1720767	-4,05898
9,28	2,42579965	-2,2745202	0,97213095	-3,38781	-4,3705945
9,3	2,5084973	-2,8711157	1,1585671	-3,7873158	-4,197475
9,32	2,95874047	-3,3638396	2,2505498	-4,003049	-4,170841
9,34	3,19764515	-3,6701274	2,8258383	-4,3652678	-4,469139
9,36	3,68770569	-4,402555	2,895086	-4,5224066	-4,703516
9,38	4,0215592	-4,96719	3,009611	-4,581001	-4,9645267
9,4	3,880667065	-5,1509624	2,8258383	-4,7221594	-4,7993975
9,42	3,17620501	-5,4386067	1,4808351	-4,7807536	-4,626278
9,44	2,88523132	-5,569112	0,46076345	-4,7940707	-4,0643067
9,46	2,11951187	-5,7448945	0,4554367	-4,4584856	-3,6408303
9,48	0,630952951	-5,649013	0,8442891	-4,1069202	-2,6340754
9,5	0,027565905	-5,5371513	0,8895664	-3,2999187	-1,5021421
9,52	-0,69221053	-5,324082	0,60724896	-2,4103522	-0,8789129
9,54	-1,078133223	-5,1935763	0,37553552	-1,8936579	0,47141695
9,56	-2,137889215	-4,75412	0,35422856	-0,7297641	1,0893193
9,58	-3,44880101	-3,9124942	0,29563436	-0,10387153	1,8430538
9,6	-3,929672935	-3,2999187	0,23970354	0,9534874	1,9975294
9,62	-4,30946998	-1,7152119	0,1065349	0,95881414	1,8696876
9,64	-4,3155958	-0,8176554	0,029297099	0,7883583	1,1239432
9,66	-4,19920637	0,80966526	0,013316862	0,6392094	0,7830315
9,68	-3,96642751	1,5048054	0,005326745	0,7191106	0,5806152
9,7	-4,042999455	1,1692206	0,031960472	1,400934	0,12784189
9,72	-4,612695195	-0,015980236	0,122515135	1,8856678	0,04261396
9,74	-5,34472275	-0,25834712	0,2530204	1,9149649	1,107963
9,76	-5,6050678	0,10120816	0,3302582	1,6619445	2,309144
9,78	-5,798028945	0,86559606	0,49805066	1,515459	2,3783917
9,8	-5,80415465	1,1559037	0,5912687	1,2384683	1,3956072
9,82	-5,709205705	1,6193305	0,81232864	1,1266066	0,8043385
9,84	-4,72295823	1,8403904	1,065349	1,0893193	0,46076345
9,86	-3,94805005	1,8723509	1,1852008	1,044042	0,5752885
9,88	-2,698395995	1,3236961	1,3956072	1,0520321	0,52468437
9,9	-2,159329355	1,1612304	1,494152	1,0493687	0,29829773
9,92	-0,82697719	1,0227351	1,7391822	0,8842397	0,1944262
9,94	0,450243124	0,7830315	2,0694404	0,7856949	0,039950587
9,96	1,016875655	0,79102165	2,2505498	0,657853	0,08522792
9,98	2,10113464	1,2144979	2,666036	0,6152391	0,21040644
