Tempo	DP1	DP2	DP3	DP4	DP5
7,96	-2,27931407	2,4716098	0,6232292	2,1227078	0,52468437
7,98	-2,40822142	2,3544214	0,007990118	1,9442619	0,585942
8	-2,61330124	2,173312	-0,9961013	2,0774305	0,6285559
8,02	-2,69240345	1,4621916	-1,443548	2,1493416	0,7084571
8,04	-2,81838073	0,772378	-2,0428069	2,0934107	0,80167514
8,06	-2,92385038	0,5060408	-2,223916	1,8750143	0,85760593
8,08	-2,9648663	0,018643608	-2,3677382	1,1585671	0,9641409
8,1	-2,95900693	-0,19975294	-2,0614502	0,38352564	1,0040915
8,12	-2,91213153	-0,6978036	-1,6699346	0,037287217	1,0546955
8,14	-2,74220848	-1,337013	-0,84162575	-0,53533787	1,0999728
8,16	-2,5400584	-1,7418456	-0,71644723	-1,1479136	1,1452502
8,18	-2,46388593	-2,5701544	-0,636546	-1,4621916	1,3396764
8,2	-2,2822437	-2,8604622	0,069247685	-2,0348167	1,4834985
8,22	-1,98341352	-3,1774035	0,3489018	-2,2984905	1,7738061
8,24	-1,82520921	-3,337206	0,292971	-2,7539272	2,0454702
8,26	-1,48829252	-3,3798199	0,15713897	-3,0495615	2,194619
8,28	-1,30079114	-3,4517307	0,11452502	-3,1294627	2,5222137
8,3	-0,902350636	-3,510325	0,1651291	-3,1800668	2,6686993
8,32	-0,483402106	-3,6541471	0,18909945	-3,1054924	2,9323733
8,34	-0,27832244	-3,6834443	0,19708957	-2,7113132	3,1427796
8,36	0,155274614	-3,6408303	0,17311922	-2,1546683	3,0921755
8,38	0,389651416	-3,4863546	0,16779247	-1,7391822	2,6979964
8,4	0,62695787	-3,3611763	0,17844597	-0,55930823	2,351758
8,42	0,37500287	-2,9536803	0,17045584	0,20507969	1,3210328
8,44	0,26660359	-2,330451	0,12517852	2,0481334	0,2610105
8,46	0,369143434	-1,9842125	0,098544784	1,9442619	-0,25834712
8,48	0,530277495	-1,2704287	0,08522792	1,4195776	-1,273092
8,5	0,84082669	-0,8629327	0,12517852	1,2091712	-1,7285287
8,52	0,86133465	0,07457443	0,14914887	1,222488	-2,516887
8,54	0,796881096	0,78036815	0,17311922	1,0387152	-3,2040372
8,56	0,694341197	0,9961013	0,18377271	0,52734774	-3,5289686
8,58	0,647465874	1,1212798	0,27432737	0,39417914	-4,152198
8,6	0,547855726	0,95881414	0,407496	0,38086227	-4,4345155
8,62	0,483402106	0,5140309	0,46076345	0,46875358	-4,8926153
8,64	0,465823875	0,9002199	0,5326745	0,64187276	-5,198903
8,66	0,45996445	1,3077159	0,54865474	0,45010996	-5,246844
8,68	0,465823875	1,5607363	0,564635	0,3009611	-5,0177937
8,7	0,477542681	1,2384683	0,6125757	0,09588141	-4,4345155
8,72	0,46875356	1,1266066	0,6471995	0,07191106	-4,0696335
8,74	0,465823875	0,91620016	0,7563978	0,1651291	-3,251978
8,76	0,483402106	0,793685	0,82298213	0,26367387	-2,801868
8,78	0,50098037	0,64453614	0,9534874	0,2823175	-1,7924497
8,8	0,518558645	0,64453614	1,0680124	0,31694132	-0,5939321
8,82	0,52441807	0,60724896	1,1052996	0,42081288	0,034623843
8,84	0,536136876	0,51669425	1,0946461	0,50337744	1,3769636
8,86	0,568363675	0,5619716	1,0546955	0,71378386	1,8457172
8,88	0,58301221	0,8176554	0,94816065	0,8389624	1,9922026
8,9	0,58301221	0,8842397	0,91886353	1,1532403	1,7285287
8,92	0,591801364	0,75906116	0,8922298	1,5793799	1,566063
8,94	0,60644991	0,49805066	0,45010996	1,8430538	1,2544484
8,96	0,6210985	0,48739716	0,013316862	2,2345695	1,1319333
8,98	0,5976608	0,5513181	-0,86559606	2,3464313	0,9348438
9	0,577152807	0,46076345	-1,4328945	2,4742732	0,6898135
9,02	0,55957462	0,39151576	-1,6406375	2,3704016	0,6125757
9,04	0,553715184	0,33292156	-2,0161731	2,2851737	0,60991234
9,06	0,536136876	0,3302582	-2,088084	2,1972823	0,6471995
9,08	0,509769513	0,30895123	-1,7311921	2,1253712	0,657853
9,1	0,495120956	0,30895123	-0,74041754	1,5207857	0,5912687
9,12	0,48926152	0,33292156	-0,38352564	0,5300111	0,564635
9,14	0,50098037	0,407496	-0,37020877	0	0,5699617
9,16	0,53320718	0,4367931	-0,2903076	-0,8815763	0,6232292
9,18	0,547855726	0,47940707	0,08522792	-1,2118345	0,6498629
9,2	0,547855726	0,543328	0,037287217	-1,9096382	0,69247687
9,22	0,547855726	0,585942	-0,06658431	-2,5834713	0,71378386
9,24	0,54199629	0,6471995	-0,15713897	-2,9030762	0,78036815
9,26	0,52441807	0,65518963	-0,135832	-3,5209785	0,86559606
9,28	0,52441807	0,67383325	-0,07723781	-3,7899792	0,91886353
9,3	0,536136876	0,772378	-0,023970352	-4,130891	1,0680124
9,32	0,580082514	0,83097225	-0,002663373	-4,0563164	1,1638938
9,34	0,615239053	0,9002199	0	-3,84591	1,3556566
9,36	0,682622413	0,9215269	0,029297099	-3,0841854	1,5074688
9,38	0,76758396	1,0014281	0,055930823	-1,7338555	1,5633997
9,4	0,83203758	1,1132897	0,10919827	-0,80167514	1,672598
9,42	0,984382487	1,150577	0,13050525	1,2597752	1,7418456
9,44	1,069344045	1,2411317	0,11452502	2,0481334	1,9495887
9,46	1,23926726	1,3290229	0,039950587	2,088084	2,2345695
9,48	1,40333094	1,566063	0,005326745	1,2597752	2,3970354
9,5	1,48536289	1,8403904	-0,01065349	1,2358049	2,7113132
9,52	1,67872364	2,0108464	0,013316862	1,044042	2,8604622
9,54	1,93360849	2,3996987	0,122515135	0,71644723	3,153433
9,56	2,08009395	2,5648277	0,271664	0,271664	3,366503
9,58	2,30861125	2,7699075	0,33558494	0,2530204	3,2892652
9,6	2,37306487	2,8684523	0,40483263	0,407496	2,6580458
9,62	2,45216708	2,8551354	0,42081288	0,50071406	2,1227078
9,64	2,40822142	2,7326202	0,4447832	0,35156518	0,9215269
9,66	2,3437678	2,6473923	0,47141695	0,015980236	-0,13849537
9,68	2,10646139	1,9442619	0,47940707	-0,087891296	-0,65518963
9,7	1,88087361	0,6605164	0,5539815	-0,031960472	-1,6219939
9,72	1,33301795	0,07191106	0,64187276	0,15447561	-2,4503028
9,74	0,70313034	-0,85494256	0,8283089	0,21573317	-2,8205116
9,76	0,37500287	-1,494152	0,9614775	0,27699074	-3,5342953
9,78	-0,246095619	-1,8723509	1,0200717	0,39417914	-3,8672168
9,8	-0,577152807	-2,6979964	1,1212798	0,4953873	-4,474466
9,82	-1,22461867	-3,0468981	1,1559037	0,7111205	-4,980507
9,84	-1,91017079	-3,5769093	1,1692206	0,7856949	-5,411973
9,86	-2,26759522	-3,939128	1,0919827	0,9135368	-5,4199634
9,88	-2,90334242	-4,104257	1,0413786	1,1266066	-5,153626
9,9	-3,19338382	-4,4771295	0,97213095	1,2837455	-4,5463767
9,92	-3,73245037	-4,668892	0,9348438	1,6033503	-4,1601877
9,94	-4,1601879	-5,031111	0,66317976	1,744509	-3,3132355
9,96	-4,34768928	-5,246844	0,063920945	1,9788858	-2,8604622
9,98	-4,6787466	-5,262824	-0,24769364	2,1679852	-1,8190835
